,title,author_name,title_link,date
487,"The effects of exchange rate volatility on sectoral exports evidence from Sweden, UK, and Germany","G. Agiomirgianakis, Dimitria Serenis, N. Tsounis",https://pureportal.coventry.ac.uk/en/publications/the-effects-of-exchange-rate-volatility-on-sectoral-exports-evide-2,2015
488,The Effects of Exchange Rate Volatility On Tourist Flows: Evidence From The UK And Sweden,"G. Agiomirgianakis, Dimitris Serenis, N. Tsounis",https://pureportal.coventry.ac.uk/en/publications/the-effects-of-exchange-rate-volatility-on-tourist-flows-evidence-2,2015
489,The impact of profitability on capital structure and speed of adjustment: An empirical examination of selected firms in Nigerian Stock Exchange,"Isaiah Oino, Ben Ukaegbu",https://pureportal.coventry.ac.uk/en/publications/the-impact-of-profitability-on-capital-structure-and-speed-of-adj,30 Sep 2015
490,The Incremental Effect of Education on Corruption: Evidence of Synergy from Lifelong Learning,"S.A. Asongu, J. Nwachukwu",https://pureportal.coventry.ac.uk/en/publications/the-incremental-effect-of-education-on-corruption-evidence-of-syn-2,2015
491,The late 1970s to 1980s: Economic Problems and the United States,Lien Luu,https://pureportal.coventry.ac.uk/en/publications/the-late-1970s-to-1980s-economic-problems-and-the-united-states,Apr 2015
492,The Management of Refinancing Risk in Islamic Banks,Kenneth Baldwin,https://pureportal.coventry.ac.uk/en/publications/the-management-of-refinancing-risk-in-islamic-banks-2,17 Aug 2015
493,Time Varying Correlation between Islamic Equity and Commodity Returns: Implications for Portfolio Diversification,"Sarkar Kabir, Aftab Khan, Omar Bashar, Mansur Masih",https://pureportal.coventry.ac.uk/en/publications/time-varying-correlation-between-islamic-equity-and-commodity-ret,2015
494,Accounting for corporate environmental (CER) in emerging economies: The case study of Nigeria,Abdurafiu Noah,https://pureportal.coventry.ac.uk/en/publications/accounting-for-corporate-environmental-cer-in-emerging-economies-,14 Apr 2014
495,A model of the Eurosystem's operational framework and the euro overnight interbank market,"Achim Hauck, Ulrike Neyer",https://pureportal.coventry.ac.uk/en/publications/a-model-of-the-eurosystems-operational-framework-and-the-euro-ove,1 Jun 2014
496,Are Islamic Equity Indices More Efficient Than Their Conventional Counterparts? Evidence From Major Global Index Families,"Sarkar Kabir, Abdelbari Khamlichi, Mohamed Arouri, Frederic Teulon",https://pureportal.coventry.ac.uk/en/publications/are-islamic-equity-indices-more-efficient-than-their-conventional,30 Jun 2014
497,"Bank capital regulation, loan contracts, and corporate investment","Achim Hauck, Diemo Dietrich",https://pureportal.coventry.ac.uk/en/publications/bank-capital-regulation-loan-contracts-and-corporate-investment,1 May 2014
498,Business Case for Corporate Social Responsibility In Emerging Economies? An Exploratory Empirical Study of The South African Business Context.,"David Coldwell, Tasneem Joosub",https://pureportal.coventry.ac.uk/en/publications/business-case-for-corporate-social-responsibility-in-emerging-eco,2014
499,Can FDI be a Panacea for Unemployment? The Turkish Case,"Mehtap Hisarciklilar, Derya Gültekin-Karakaş, Ahmet A. Asici",https://pureportal.coventry.ac.uk/en/publications/can-fdi-be-a-panacea-for-unemployment-the-turkish-case,6 Mar 2014
500,Corporate governance: Brazilian specifics,Renfred Wong,https://pureportal.coventry.ac.uk/en/publications/corporate-governance-brazilian-specifics,2014
501,Detecting Asset Misappropriation: A Framework for External Auditors,Rasha Kassem,https://pureportal.coventry.ac.uk/en/publications/detecting-asset-misappropriation-a-framework-for-external-auditor,2014
502,Disagreement between rating agencies and bond opacity: A theoretical perspective,"Achim Hauck, Ulrike Neyer",https://pureportal.coventry.ac.uk/en/publications/disagreement-between-rating-agencies-and-bond-opacity-a-theoretic,1 Apr 2014
503,Does Exchange Rate Variation Effect African Trade Flows?,"Dimitrios Serenis, N. Tsounis",https://pureportal.coventry.ac.uk/en/publications/does-exchange-rate-variation-effect-african-trade-flows-2,6 Nov 2014
504,Does Mood Explain the Monday Effect?,"Azizah Abu Bakar, Antonios Siganos, Evangelos Vagenas-Nanos",https://pureportal.coventry.ac.uk/en/publications/does-mood-explain-the-monday-effect,Sep 2014
505,Effects of Changing Weather Patterns on the Trade of Major Food Crops,"Jeff Powell, Karl Shutes, Andzei Tabeau",https://pureportal.coventry.ac.uk/en/publications/effects-of-changing-weather-patterns-on-the-trade-of-major-food-c,2014
506,"Employee Productivity, Employment Growth, and the Cross‐Border Acquisitions by Emerging Market Firms","Ali Ataullah, Hang Le, Amandeep Sahota",https://pureportal.coventry.ac.uk/en/publications/employee-productivity-employment-growth-and-the-crossborder-acqui,31 Jul 2014
507,Environmental Regulation and Location of Industrialized Agricultural Production in Europe,"Abay Mulatu, A. Wossink",https://pureportal.coventry.ac.uk/en/publications/environmental-regulation-and-location-of-industrialized-agricultu-2,1 Aug 2014
508,Exchange Rate Volatility and Aggregate Exports: Evidence from Two Small Countries,"Dimitris Serenis, N. Tsounis",https://pureportal.coventry.ac.uk/en/publications/exchange-rate-volatility-and-aggregate-exports-evidence-from-two--2,2014
509,Exchange Rate Volatility and Tourist Flows into Turkey,"G. Agiomirgianakis, Dimitris Serenis, N. Tsounis",https://pureportal.coventry.ac.uk/en/publications/exchange-rate-volatility-and-tourist-flows-into-turkey-2,1 Dec 2014
510,Expansionary Fiscal Consolidations: Theoretical Underpinnings and their Implications for the Eurozone,"Pasquale Foresti, Ugo Marani",https://pureportal.coventry.ac.uk/en/publications/expansionary-fiscal-consolidations-theoretical-underpinnings-and-,2 Jun 2014
511,Finance and Growth: Modern Interpretations of the Thoughts of Schumpeter,Eliana Lauretta,https://pureportal.coventry.ac.uk/en/publications/finance-and-growth-modern-interpretations-of-the-thoughts-of-schu,2014
512,How do Heterogeneous Beliefs drive the Cross-Section of Stock Return Volatilities and Correlations and Turnover Volatilities,"Nam Dau, Paul Ehling , Heyerdahl Larsen ",https://pureportal.coventry.ac.uk/en/publications/how-do-heterogeneous-beliefs-drive-the-cross-section-of-stock-ret,2014
513,Identifying Causes for the Failure of Salaam Halal Insurance,Aqsa Aziz,https://pureportal.coventry.ac.uk/en/publications/identifying-causes-for-the-failure-of-salaam-halal-insurance,2014
514,"Interest Rates, Target Markets and Sustainability in Microfinance",Jacinta Nwachukwu,https://pureportal.coventry.ac.uk/en/publications/interest-rates-target-markets-and-sustainability-in-microfinance-2,2014
515,Investor induced contagion during the banking and European sovereign debt crisis of 2007-2012: wealth effect or portfolio rebalancing?,"Daniel Santamaria, Dimitris Petmezas",https://pureportal.coventry.ac.uk/en/publications/investor-induced-contagion-during-the-banking-and-european-sovere,Dec 2014
516,Is Domestic Stock Price Cointegrated with Exchange rate and Foreign Stock Price? Evidence from Malaysia,"Sarkar Kabir, Omar Bashar, Mansur Masih",https://pureportal.coventry.ac.uk/en/publications/is-domestic-stock-price-cointegrated-with-exchange-rate-and-forei,2014
517,Islamic Equity Indices: Insight and Comparison with Conventional Counterparts,"Sarkar Kabir, Abdelbari Khamlichi, Aurelie Sannajust",https://pureportal.coventry.ac.uk/en/publications/islamic-equity-indices-insight-and-comparison-with-conventional-c,5 May 2014
518,Mergers and acquisitions and cash payments: Evidence from China,"Christopher Muganhu, Jia Liu",https://pureportal.coventry.ac.uk/en/publications/mergers-and-acquisitions-and-cash-payments-evidence-from-china,2014
519,"Perceptions among South African professional accounting students of self, job attractiveness and academic reputation","Tasneem Joosub, E. Papageorgiou, C. Callaghan, D. Coldwell",https://pureportal.coventry.ac.uk/en/publications/perceptions-among-south-african-professional-accounting-students-,2014
520,Political uncertainty and stock market volatility in the Middle East and North African (MENA) countries,"F. Chau, R. Deesomsak, Jun Wang",https://pureportal.coventry.ac.uk/en/publications/political-uncertainty-and-stock-market-volatility-in-the-middle-e-2,5 Jan 2014
521,Residential Electricity Pricing in China,"Qiaoyuan Lin, Marian Rizov, Marie Wong",https://pureportal.coventry.ac.uk/en/publications/residential-electricity-pricing-in-china,2014
522,Shari’ah compliance in Islamic banking: An empirical study on selected Islamic banks in Bangladesh,Hafij Ullah,https://pureportal.coventry.ac.uk/en/publications/shariah-compliance-in-islamic-banking-an-empirical-study-on-selec,15 Mar 2014
523,Social interaction,"Yu Wang, Joan Swann",https://pureportal.coventry.ac.uk/en/publications/social-interaction,2014
524,Stock liquidity and capital allocation efficiency: Evidence from Chinese listed companies,"Larry Su, Jaicai Xiong",https://pureportal.coventry.ac.uk/en/publications/stock-liquidity-and-capital-allocation-efficiency-evidence-from-c,2014
525,Stock Price and Volume Effects Associated with Changes in the Composition of the FTSE Bursa Malaysian KLCI,"Alcino Azevedo, Mohamad Nazri Abd Karim, Andros Gregoriou, Mark Rhodes",https://pureportal.coventry.ac.uk/en/publications/stock-price-and-volume-effects-associated-with-changes-in-the-com,11 Feb 2014
526,The determinants of capital structure: A comparison of financial and non-financial firms in a regulated developing country–Nigeria,"Isaiah Oino, Ben Ukaegbu",https://pureportal.coventry.ac.uk/en/publications/the-determinants-of-capital-structure-a-comparison-of-financial-a,26 Aug 2014
527,The impact of foreign bank entry on domestic banking in a developing country the Kenyan perspective,"Isaiah Oino, Ben Ukaegbu",https://pureportal.coventry.ac.uk/en/publications/the-impact-of-foreign-bank-entry-on-domestic-banking-in-a-develop,20 Jun 2014
528,THE IMPACT OF THE HELLENIC OPEN UNIVERISTY ON REGIONAL DEVELOPMENT,"Agiomirgianakis G., Dimitris Serenis, N. Tsounis",https://pureportal.coventry.ac.uk/en/publications/the-impact-of-the-hellenic-open-univeristy-on-regional-developmen-2,2014
529,The macroeconomic and environmental determinants of private equity in emerging Asia market: The application of extreme bounds analysis,Isaiah Oino,https://pureportal.coventry.ac.uk/en/publications/the-macroeconomic-and-environmental-determinants-of-private-equit,30 Sep 2014
530,"The Rate of Profit, Financialisation and Economic Growth: A theoretical and empirical investigation of the Nigerian Economy",Ejike Udeogu,https://pureportal.coventry.ac.uk/en/publications/the-rate-of-profit-financialisation-and-economic-growth-a-theoret,2014
531,"""Virtuous"" To ""Bad"" Cycles in the Finance-Growth Relationship",Eliana Lauretta,https://pureportal.coventry.ac.uk/en/publications/virtuous-to-bad-cycles-in-the-finance-growth-relationship,2014
532,‘I have no idea of British humour’: How 39 Chinese students accounted for their incomprehension of humour in British academic lectures,Yu Wang,https://pureportal.coventry.ac.uk/en/publications/i-have-no-idea-of-british-humour-how-39-chinese-students-accounte,2014
533,Accounting for corporate environmental responsibility in emerging economies: The study from Nigeria,Abdurafiu Noah,https://pureportal.coventry.ac.uk/en/publications/accounting-for-corporate-environmental-responsibility-in-emerging,9 Apr 2013
534,An Analysis of the Response to Corporate Unbundling Announcements on the Johannesburg Security Exchange,"Tasneem Joosub, David Coldwell, Jared Jordan",https://pureportal.coventry.ac.uk/en/publications/an-analysis-of-the-response-to-corporate-unbundling-announcements,2013
535,A prospect of making a difference? Management’s ethical freedom in corporate social responsibility utilizations:A conceptual model,Tasneem Joosub,https://pureportal.coventry.ac.uk/en/publications/a-prospect-of-making-a-difference-managements-ethical-freedom-in-,2013
536,"Armed Conflict, Terrorism, and the Allocation of Foreign Aid",Piotr Lis,https://pureportal.coventry.ac.uk/en/publications/armed-conflict-terrorism-and-the-allocation-of-foreign-aid,2013
537,Do company directors underestimate the adoption of corporate governance provisions? A survey approach.,"Andrews Owusu, Charlie Weir",https://pureportal.coventry.ac.uk/en/publications/do-company-directors-underestimate-the-adoption-of-corporate-gove,30 Nov 2013
538,"Dono, Mercati e Innovazione: la virtù di una sana crescita economica",Eliana Lauretta,https://pureportal.coventry.ac.uk/en/publications/dono-mercati-e-innovazione-la-virt%C3%B9-di-una-sana-crescita-economic,2013
539,Ensuring sustainable corporate governance and financial reporting: essential tools for improved user confidence,"Abdurafiu Noah, Rotimi Oladele",https://pureportal.coventry.ac.uk/en/publications/ensuring-sustainable-corporate-governance-and-financial-reporting,1 Jan 2013
540,Evaluating Public Confidence in Policing Services; A New Decision Support Tool,Baseerit Nissah,https://pureportal.coventry.ac.uk/en/publications/evaluating-public-confidence-in-policing-services-a-new-decision-,2013
541,Finance and Growth: Understanding the Switch from “Virtuous” To “Bad” Cycles in the Finance-Growth Relationship,Eliana Lauretta,https://pureportal.coventry.ac.uk/en/publications/finance-and-growth-understanding-the-switch-from-virtuous-to-bad-,2013
542,International Portfolio Diversification and the 2007 Financial Crisis,"Jacek Niklewski, Timothy Rodgers",https://pureportal.coventry.ac.uk/en/publications/international-portfolio-diversification-and-the-2007-financial-cr,2013
543,Mimetic isomorphism and decoupling: Legitimacy theory as an explanation for Matric pass rates.,Tasneem Joosub,https://pureportal.coventry.ac.uk/en/publications/mimetic-isomorphism-and-decoupling-legitimacy-theory-as-an-explan,2013
544,Modelling Long-run Money Demand: A Panel Data Analysis on Nine Developed Economies,"Pasquale Foresti, Oreste Napolitano",https://pureportal.coventry.ac.uk/en/publications/modelling-long-run-money-demand-a-panel-data-analysis-on-nine-dev,2013
545,On the prisoner's dilemma in R&D with input spillovers and incentives for R&D cooperation,"C. Burr, M. Knauff, A. Stepanova",https://pureportal.coventry.ac.uk/en/publications/on-the-prisoners-dilemma-in-rampd-with-input-spillovers-and-incen,Nov 2013
546,Policy proposal on Finance and Growth Relationship: Understanding the switch from ‘Virtuous’ to ‘Bad’ Cycles,Eliana Lauretta,https://pureportal.coventry.ac.uk/en/publications/policy-proposal-on-finance-and-growth-relationship-understanding-,2013
547,Presentation in the international workshop on economic sciences with heterogeneous interacting agents (WEHIA),Eliana Lauretta,https://pureportal.coventry.ac.uk/en/publications/presentation-in-the-international-workshop-on-economic-sciences-w,23 Jun 2013
548,Protection of [Dis] Information Bill,"Tasneem Joosub, W. Maroun",https://pureportal.coventry.ac.uk/en/publications/protection-of-dis-information-bill,2013
549,State ownership and firm performance: Empirical evidence from Chinese listed companies,Mei Yu,https://pureportal.coventry.ac.uk/en/publications/state-ownership-and-firm-performance-empirical-evidence-from-chin-2,2013
550,The effects of strikes in the South African gold mining industry on shareholder value,Tasneem Joosub,https://pureportal.coventry.ac.uk/en/publications/the-effects-of-strikes-in-the-south-african-gold-mining-industry-,19 Jul 2013
551,"The Good, the bad and the ugly: Does attending accounting lectures affect academic performance?.",Tasneem Joosub,https://pureportal.coventry.ac.uk/en/publications/the-good-the-bad-and-the-ugly-does-attending-accounting-lectures-,2013
552,Türkiye'de sanayileşmenin bir bileşeni olarak doğrudan yabancı yatırım ve dış ticaret ilişkisi,Mehtap Hisarciklilar,https://pureportal.coventry.ac.uk/en/publications/the-relationship-between-foreign-direct-investment-and-internatio,2013
553,Values constraints to knowledge and learning as research productivity:  an exploratory study of university academics,Tasneem Joosub,https://pureportal.coventry.ac.uk/en/publications/values-constraints-to-knowledge-and-learning-as-research-producti,2013
554,Video Recorded Lectures Enhancing the Student Learning Experience,Aqsa Aziz,https://pureportal.coventry.ac.uk/en/publications/video-recorded-lectures-enhancing-the-student-learning-experience,2013
555,A disclosure matrix for measuring the quality of corporate online reporting,Ahmed Saleh,https://pureportal.coventry.ac.uk/en/publications/a-disclosure-matrix-for-measuring-the-quality-of-corporate-online,2012
556,De-risking transport-oriented development regeneration,"S. Huston, S. Darchen, E. Ladouceur",https://pureportal.coventry.ac.uk/en/publications/de-risking-transport-oriented-development-regeneration,1 Mar 2012
557,Earnings Management and Financial Reporting Fraud:  Can External Auditors Spot the Difference?,Rasha Kassem,https://pureportal.coventry.ac.uk/en/publications/earnings-management-and-financial-reporting-fraud-can-external-au,2012
558,Effects of Perceptions of Actual and Expected Corporate Social Performance on Propensity to Purchase: interrogating the Business Case Strategy,"David Coldwell, Tasneem Joosub, Warren Maroun, C. Callaghan, E. Papageorgiou",https://pureportal.coventry.ac.uk/en/publications/effects-of-perceptions-of-actual-and-expected-corporate-social-pe,2012
559,Financial Reporting Fraud: Are External Auditors and Standards’ Setters Doing Enough?,"Rasha Kassem, Andrew Higson",https://pureportal.coventry.ac.uk/en/publications/financial-reporting-fraud-are-external-auditors-and-standards-set,2012
560,Il Sistema Democratico E Politico Come È E Come Dovrebbe Essere,Eliana Lauretta,https://pureportal.coventry.ac.uk/en/publications/il-sistema-democratico-e-politico-come-%C3%A8-e-come-dovrebbe-essere,2012
561,Innovation as a determinant of service excellence in banking,"Dima Al-Eisawi, Harjit Sekhon, Sailesh Tanna",https://pureportal.coventry.ac.uk/en/publications/innovation-as-a-determinant-of-service-excellence-in-banking,Aug 2012
562,Parks as business opportunities and development strategies,"Maryam  Mani , Mehdi Hosseini, T. Ramayah ",https://pureportal.coventry.ac.uk/en/publications/parks-as-business-opportunities-and-development-strategies,9 Mar 2012
563,"Student Aspiration Factors, University Reputation and the Entry Standards to UK Universities","Hiba Massoud, Rami Ayoubi",https://pureportal.coventry.ac.uk/en/publications/student-aspiration-factors-university-reputation-and-the-entry-st,1 Oct 2012
564,The effectiveness of film in experiential learning: An investigation of university accounting students understanding of key auditing control concepts,"Tasneem Joosub, Warren Maroun, David Coldwell, C. Callaghan, E. Papageorgiou",https://pureportal.coventry.ac.uk/en/publications/the-effectiveness-of-film-in-experiential-learning-an-investigati,2012
565,The New Fraud Triangle Model,"Rasha Kassem, Andrew Higson",https://pureportal.coventry.ac.uk/en/publications/the-new-fraud-triangle-model,2012
566,"What do students learn from a classroom experiment: Not much, unless they write a report on it","E. Cartwright, A. Stepanova",https://pureportal.coventry.ac.uk/en/publications/what-do-students-learn-from-a-classroom-experiment-not-much-unles,2012
567,Auditor independence and reforms of non-audit services: Evidence from the UK,"Stuart Turley, Shahidul Islam, Javed Siddiqui",https://pureportal.coventry.ac.uk/en/publications/auditor-independence-and-reforms-of-non-audit-services-evidence-f,15 Sep 2011
568,"Corruption, inflation and growth","Keith Blackburn, Jonathan Powell",https://pureportal.coventry.ac.uk/en/publications/corruption-inflation-and-growth,Dec 2011
569,Disease in Eldorado,Simon Huston,https://pureportal.coventry.ac.uk/en/publications/disease-in-eldorado,6 Jan 2011
570,I beni culturali e la creatività artistica come attrattori turistici. Il caso Zeffirelli per l’arena di Verona,Eliana Lauretta,https://pureportal.coventry.ac.uk/en/publications/i-beni-culturali-e-la-creativit%C3%A0-artistica-come-attrattori-turist,1 Jan 2011
571,Impact of Selected Historical Events on the Income-Based Distribution of Terrorism. From the Rise of Fundamentalist Terrorism to the Iraq War,Piotr Lis,https://pureportal.coventry.ac.uk/en/publications/impact-of-selected-historical-events-on-the-income-based-distribu,12 Sep 2011
572,L’impatto delle produzioni cinematografiche sul turismo: Il caso del commissario Montalbano per la provincia di Ragusa,"Eliana Lauretta, Michela Mantovani",https://pureportal.coventry.ac.uk/en/publications/limpatto-delle-produzioni-cinematografiche-sul-turismo-il-caso-de,Nov 2011
573,Marketing for higher education institutions: determinants of customers’ satisfaction at a Syrian Business School: Determinants of customers’ satisfaction at a Syrian Business School,"Hiba Massoud, Huda Kaakeh, Rami Ayoubi",https://pureportal.coventry.ac.uk/en/publications/marketing-for-higher-education-institutions-determinants-of-custo,12 Apr 2011
574,Microfinance banks and the economics empowerment of the small and medium scale enterpreneurs in Kwara State of Nigeria,"Abdurafiu Noah, Rihanat Abdulkadir",https://pureportal.coventry.ac.uk/en/publications/microfinance-banks-and-the-economics-empowerment-of-the-small-and,Dec 2011
575,"Option Theory, Time Diversification, and Index Funds","Keith Redhead, Jacek Niklewski",https://pureportal.coventry.ac.uk/en/publications/option-theory-time-diversification-and-index-funds,2011
576,South African Managerial Perceptions Of The Net Benefits Of Foreign Stock Listings.,Tasneem Joosub,https://pureportal.coventry.ac.uk/en/publications/south-african-managerial-perceptions-of-the-net-benefits-of-forei,2011
577,Student aspiration factors and university reputation: The main internal capabilities affecting the entry standards to UK universities,"Hiba Massoud, Rami M. Ayoubi",https://pureportal.coventry.ac.uk/en/publications/student-aspiration-factors-and-university-reputation-the-main-int,12 Apr 2011
578,The Case for Using a Movie to Teach a large Auditing Class,Tasneem Joosub,https://pureportal.coventry.ac.uk/en/publications/the-case-for-using-a-movie-to-teach-a-large-auditing-class,2011
579,The effects of variations in the implementation of a stepwise managerial strategic crisis model and corporate reputation capital on post-crisis share price values:  A qualitative and quantitative analysis of specific South African companies,"Tasneem Joosub, D.A.L. Coldwell",https://pureportal.coventry.ac.uk/en/publications/the-effects-of-variations-in-the-implementation-of-a-stepwise-man,2011
580,A South African study comparing the effectiveness of computer-based learning materials and face-to-face teaching,Tasneem Joosub,https://pureportal.coventry.ac.uk/en/publications/a-south-african-study-comparing-the-effectiveness-of-computer-bas,2010
581,Corporate Social Responsibility (CSR) and its Marketing Motivations: An Empirical Test of the Syrian Private Sector,"Hiba Massoud, Ula Abdul-Wahed",https://pureportal.coventry.ac.uk/en/publications/corporate-social-responsibility-csr-and-its-marketing-motivations,7 Oct 2010
582,"Debt-Growth Channels, an Empirical Evaluation of the Developing countries",Baseerit Nissah,https://pureportal.coventry.ac.uk/en/publications/debt-growth-channels-an-empirical-evaluation-of-the-developing-co,2010
583,Elementi di statistica descrittiva,Alessio Faccia,https://pureportal.coventry.ac.uk/en/publications/elementi-di-statistica-descrittiva,9 Jul 2010
584,Formal versus informal labor market segmentation in Turkey in the course of market liberalization,"Erdal Aydin, Mehtap Hisarciklilar, Ipek Ilkkaracan",https://pureportal.coventry.ac.uk/en/publications/formal-versus-informal-labor-market-segmentation-in-turkey-in-the,2010
585,Income-Based Distribution of Terrorism,Piotr Lis,https://pureportal.coventry.ac.uk/en/publications/income-based-distribution-of-terrorism,2010
586,Islamic Banking – How does it work?,Aqsa Aziz,https://pureportal.coventry.ac.uk/en/publications/islamic-banking-how-does-it-work,2010
587,R&D with spillovers: Monopoly versus noncooperative and cooperative duopoly,"A. Stepanova, A. Tesoriere",https://pureportal.coventry.ac.uk/en/publications/rampd-with-spillovers-monopoly-versus-noncooperative-and-cooperat,16 Dec 2010
588,The evolution of residential property price premia in a metropolis: Reconstitution or contamination?,Simon Huston,https://pureportal.coventry.ac.uk/en/publications/the-evolution-of-residential-property-price-premia-in-a-metropoli,2010
589,The role of development banking in promoting industrialization in Turkey,"Hüseyin Öztürk, Derya Gültekin-Karakaş, Mehtap Hisarciklilar",https://pureportal.coventry.ac.uk/en/publications/the-role-of-development-banking-in-promoting-industrialization-in,2010
590,An Evaluation of financial fraud control in Nierian Universities: A case study of University of Iloin,Abdurafiu Noah,https://pureportal.coventry.ac.uk/en/publications/an-evaluation-of-financial-fraud-control-in-nierian-universities-,1 Dec 2009
591,Asymmetric Response: Explaining Corporate Social Disclosure by Multi-National Firms in Environmentally Sensitive Industries,"Hiba Massoud, Steven Toms, John Hasseldine",https://pureportal.coventry.ac.uk/en/publications/asymmetric-response-explaining-corporate-social-disclosure-by-mul,4 Apr 2009
592,Compensation consultants and executive pay: evidence from the United States and the United Kingdom,"M. Conyon, S. Peck, Graham Sadler",https://pureportal.coventry.ac.uk/en/publications/compensation-consultants-and-executive-pay-evidence-from-the-unit-2,Feb 2009
593,Corporate social reporting practice: Evidence from listed companies in Bangladesh,"Shahidul Islam, Shaila Ahmed, Mohammad Azim",https://pureportal.coventry.ac.uk/en/publications/corporate-social-reporting-practice-evidence-from-listed-companie,2009
594,Corporate Social Responsibility: The Disclosure of World Oil Industry,Hiba Massoud,https://pureportal.coventry.ac.uk/en/publications/corporate-social-responsibility-the-disclosure-of-world-oil-indus,4 Jun 2009
595,Cost efficiency analysis in banking industries of ten Asian countries and regions,"Hailin Liao, Zhi Shen, Tom Weyman-Jones",https://pureportal.coventry.ac.uk/en/publications/cost-efficiency-analysis-in-banking-industries-of-ten-asian-count-2,2009
596,Cultural shock or shocking culture: An exploration of the main obstacles encountering Syrian newly returned academic staff from abroad,"Hiba Massoud, Rami Ayoubi",https://pureportal.coventry.ac.uk/en/publications/cultural-shock-or-shocking-culture-an-exploration-of-the-main-obs,31 May 2009
597,"Impact of four major macroeconomic variables on the stock market indices in Malaysia, China and U.S.",Mehdi Hosseini,https://pureportal.coventry.ac.uk/en/publications/impact-of-four-major-macroeconomic-variables-on-the-stock-market-,2009
598,Islamic banking: a study of customer satisfaction and preferences in non-Islamic countries,"Omar  Masood,  Bora Aktan, Qazi Awais Amin",https://pureportal.coventry.ac.uk/en/publications/islamic-banking-a-study-of-customer-satisfaction-and-preferences-,2 Nov 2009
599,National Attempts confronting globalisation of higher education: The case of the Syrian National Standard Medical Test,"Hiba Massoud, Rami M. Ayoubi, Lama Youef",https://pureportal.coventry.ac.uk/en/publications/national-attempts-confronting-globalisation-of-higher-education-t,16 Nov 2009
600,Risk Management Strategies to Maintain Corporate Reputation,Tasneem Joosub,https://pureportal.coventry.ac.uk/en/publications/risk-management-strategies-to-maintain-corporate-reputation,2009
601,Role of Islamic mortgage in the UK,"Omar  Masood,  Jamel E. Chichti, Walid Mansour, Qazi Awais Amin",https://pureportal.coventry.ac.uk/en/publications/role-of-islamic-mortgage-in-the-uk,2 Nov 2009
602,"Stay Silent! Political Connectedness, Silence and Corporate Governance Disclosure","Fatima Yusuf, Devendra Kodwani, Jane Frecknall-Hughes",https://pureportal.coventry.ac.uk/en/publications/stay-silent-political-connectedness-silence-and-corporate-governa,31 May 2009
603,Threshold Effects in Debt-Growth Relationships,Baseerit Nissah,https://pureportal.coventry.ac.uk/en/publications/threshold-effects-in-debt-growth-relationships,2009
604,"Türkiye'den Çıkan Doğrudan Yatırımları Belirleyen Etmenler, 1992-2005","Mehtap Hisarciklilar, Saime Suna Kayam",https://pureportal.coventry.ac.uk/en/publications/factors-determining-the-direct-investment-from-turkey-1992-2005,1 Jul 2009
605,Corporate social reporting practice: evidence from listed companies from a developing economy,"Shahidul Islam, Mohammad Azim, Shaila Ahmed",https://pureportal.coventry.ac.uk/en/publications/corporate-social-reporting-practice-evidence-from-listed-companie-2,2008
606,Measuring quality in higher education: can a performance indicator approach be extended to identifying the quality of students' union provision?,Timothy Rodgers,https://pureportal.coventry.ac.uk/en/publications/measuring-quality-in-higher-education-can-a-performance-indicator-2,Apr 2008
607,An investigation into the application of economics threshold concepts using WinEcon via a VLE for business students,Michael Walsh,https://pureportal.coventry.ac.uk/en/publications/an-investigation-into-the-application-of-economics-threshold-conc,7 Sep 2007
608,An investigation into the main internal capabilities affecting the entry standards to UK universities: A quantitative analysis,"Hiba Massoud, Rami Ayoubi",https://pureportal.coventry.ac.uk/en/publications/an-investigation-into-the-main-internal-capabilities-affecting-th,14 Mar 2007
609,An investigation into the measurement of the quality in student unions: a quantitative analysis of eleven student unions,Timothy Rodgers,https://pureportal.coventry.ac.uk/en/publications/an-investigation-into-the-measurement-of-the-quality-in-student-u-2,2007
610,Determinants of acquisitions in the EU commercial banking industry: an empirical investigation of banks’ financial characteristics and market conditions,"F. Pasiouras, Sailesh Tanna",https://pureportal.coventry.ac.uk/en/publications/determinants-of-acquisitions-in-the-eu-commercial-banking-industr-2,2007
611,Government’s Role in Fighting Terrorism,Piotr Lis,https://pureportal.coventry.ac.uk/en/publications/governments-role-in-fighting-terrorism,2007
612,"Market efficiency within the German Stock Market: a comparative study of the relative efficiencies of the DAX, MDAX, SDAX and ASE indices","Timothy Rodgers, A. Starcevic",https://pureportal.coventry.ac.uk/en/publications/market-efficiency-within-the-german-stock-market-a-comparative-st-2,2007
613,Measuring value added in higher education: a proposed methodology for developing a performance indicator based on the economic value added to graduates,Timothy Rodgers,https://pureportal.coventry.ac.uk/en/publications/measuring-value-added-in-higher-education-a-proposed-methodology--2,Mar 2007
614,"Organizational efficiency of cost control in the service industry: A case of Kwara State Transport Corporation, Ilorin",Abdurafiu Noah,https://pureportal.coventry.ac.uk/en/publications/organizational-efficiency-of-cost-control-in-the-service-industry,2007
615,"Political, Social and Economic Determinants of Corporate Social Disclosure by Multi-national Firms in Environmentally Sensitive Industries","Steven Toms, John Hasseldine, Hiba Massoud",https://pureportal.coventry.ac.uk/en/publications/political-social-and-economic-determinants-of-corporate-social-di,16 Apr 2007
